title,studio,domestic_gross,foreign_gross,year
How Long Will I Love U,WGUSA,747000.0,82100000,2018
How Victor 'The Garlic' Took Alexey 'The Stud' to the Nursing Home,CARUSEL,13000.0,,2018
How to Be Single,WB (NL),46800000.0,65500000,2016
How to Train Your Dragon,P/DW,217600000.0,277300000,2010
How to Train Your Dragon 2,Fox,177000000.0,444500000,2014
How to be a Latin Lover,PNT,32100000.0,29700000,2017
Howards End (2016 Restoration),Cohen,160000.0,,2016
Howl,Osci.,617000.0,566000,2010
Hubble 3D,WB,52400000.0,21500000,2010
Hugo,Par.,73900000.0,111900000,2011
Human Capital,FM,159000.0,,2015
Human Centipede,IFC,181000.0,70700,2010
Human Flow,Magn.,528000.0,1300000,2017
Humpty Sharma Ki Dulhania,Relbig.,380000.0,,2014
Hungry Hearts,IFC,6900.0,,2015
Hunt for the Wilderpeople,Orch.,5200000.0,,2016
Hunter Killer,LG/S,15800000.0,,2018
Husbands in Goa,UTV,10100.0,,2012
Hyde Park on Hudson,Focus,6400000.0,2500000,2012
Hysteria,SPC,1800000.0,7700000,2012
I (2015),AaF,1400000.0,,2015
I Am Eleven,Proud,310000.0,,2014
I Am Love,Magn.,5000000.0,5900000,2010
I Am Not Madame Bovary,WGUSA,437000.0,70400000,2016
I Am Not a Witch,FM,50900.0,,2018
I Am Number Four,BV,55100000.0,94800000,2011
I Can Speak,CJ,63200.0,,2017
I Don't Know How She Does It,Wein.,9700000.0,20900000,2011
I Feel Pretty,STX,48800000.0,45700000,2018
I Give It a Year,Magn.,34700.0,28200000,2013
I Hate Luv Storys,UTV,848000.0,14900000,2010
"I Love You, Phillip Morris",RAtt.,2000000.0,18700000,2010
I Melt With You,Magn.,6400.0,,2011
I Origins,FoxS,336000.0,,2014
I Saw the Devil,Magn.,129000.0,12600000,2011
I Saw the Light,SPC,1600000.0,,2016
I Smile Back,BG,58700.0,,2015
I Spit on Your Grave,Anch.,93100.0,480000,2010
I Spit on Your Grave 2,Anch.,800.0,,2013
I Still See You,LGF,1400.0,1500000,2018
I Wish,Magn.,146000.0,1400000,2012
I am Not Your Negro,Magn.,7100000.0,,2017
I'll See You In My Dreams,BST,7400000.0,,2015
I'm Glad My Mother is Alive,Strand,8700.0,13200,2011
I'm In Love With a Church Girl,HTR,2400000.0,,2013
I'm Not Ashamed,PFR,2100000.0,,2016
I'm So Excited,SPC,1400000.0,10400000,2013
I'm Still Here,Magn.,409000.0,160000,2010
"I, Daniel Blake",IFC,260000.0,,2017
"I, Frankenstein",LGF,19100000.0,52100000,2014
"I, Tonya",Neon,30000000.0,23900000,2017
Ice Age: Collision Course,Fox,64099999.0,344500000,2016
Ice Age: Continental Drift,Fox,161300000.0,715900000,2012
Iceman (2014),WGUSA,7700.0,26000000,2014
Ida,MBox,3800000.0,,2014
Identity Thief,Uni.,134500000.0,39500000,2013
If Beale Street Could Talk,Annapurna,14900000.0,5700000,2018
If I Stay,WB (NL),50500000.0,28400000,2014
"If I Want to Whistle, I Whistle",FM,12100.0,220000,2011
If You Are the One 2 (Fei Cheng Wu Rao II),CL,427000.0,75600000,2010
Illegal (2011),FM,700.0,289000,2011
Ilo Ilo,FM,56800.0,1100000,2014
Immortals,Rela.,83500000.0,143400000,2011
In Another Country,KL,25100.0,,2012
In Between,FM,108000.0,,2018
In Bloom,BWP,56100.0,,2014
In Darkness,SPC,1000000.0,4500000,2012
In Harmony,Distrib.,3100.0,,2016
In Her Name (Au nom de ma fille),Distrib.,1600.0,,2016
In Order of Disappearance,Magn.,50300.0,,2016
In Secret,RAtt.,444000.0,,2014
In This Corner of the World,FUN,172000.0,,2017
In Time,Fox,37500000.0,136400000,2011
In a Better World,SPC,1000000.0,8600000,2011
In a World,RAtt.,3000000.0,,2013
In the Basement,Strand,3600.0,,2015
In the Heart of the Sea,WB,25000000.0,68900000,2015
In the House,Cohen,390000.0,11500000,2013
In the Land of Blood and Honey,FD,304000.0,,2011
In the Name Of,FM,9900.0,,2013
In the Name of my Daughter,Cohen,278000.0,,2015
In the Shadow of Women,Distrib.,50300.0,,2016
Incarnate,BH Tilt,4800000.0,1500000,2016
Incendies (U.S. only),SPC,2100000.0,1500000,2011
Inception,WB,292600000.0,535700000,2010
InchAllah (U.S. only),EOne,9800.0,,2013
Incredibles 2,BV,608600000.0,634200000,2018
Independence Day: Resurgence,Fox,103100000.0,286500000,2016
Indignation,RAtt.,3400000.0,523000,2016
Inferno,Sony,34300000.0,185700000,2016
Infinitely Polar Bear,SPC,1400000.0,,2015
Ingrid Bergman: In Her Own Words,Rialto,138000.0,,2015
Inhale,IFC,4100.0,51000,2010
Inherent Vice,WB,8100000.0,6600000,2014
Inhumans,Imax,1500000.0,1300000,2017
Inside Job,SPC,4300000.0,3600000,2010
Inside Llewyn Davis,CBS,13200000.0,19700000,2013
Inside Out,BV,356500000.0,501100000,2015
Insidious,FD,54000000.0,43000000,2011
Insidious Chapter 2,FD,83600000.0,78300000,2013
Insidious Chapter 3,Focus,52200000.0,60800000,2015
Insidious: The Last Key,Uni.,67700000.0,100100000,2018
Inspector Bellamy,IFC,108000.0,3600000,2010
Instant Family,Par.,67400000.0,53200000,2018
Instructions Not Included,LGF,44500000.0,54600000,2013
Interstellar,Par.,188000000.0,489400000,2014
Into The Storm,WB (NL),47600000.0,114100000,2014
Into the Abyss,IFC,224000.0,,2011
Into the White,Magn.,700.0,,2013
Into the Woods,BV,128000000.0,85100000,2014
Intruders,MNE,69100.0,2900000,2012
Ip Man 2: Legend of the Grandmaster,Vari.,206000.0,14900000,2011
Ip Man 3,WGUSA,2700000.0,154200000,2016
Ip Man: The Final Fight,WGUSA,37900.0,,2013
Iris (2015),Magn.,1300000.0,,2015
Iron Man 2,Par.,312400000.0,311500000,2010
Iron Man 3,BV,409000000.0,805800000,2013
Iron Sky,EOne,122000.0,8000000,2012
Irrational Man,SPC,4000000.0,23400000,2015
Island of Lemurs: Madagascar (IMAX),WB,11300000.0,2800000,2014
Isle Of Dogs,FoxS,32000000.0,32200000,2018
Ismael's Ghosts,Magn.,103000.0,,2018
It,WB (NL),327500000.0,372900000,2017
It Comes At Night,A24,14000000.0,5300000,2017
It Follows,RTWC,14700000.0,,2015
It's All So Quiet (Boven is het stil),BWP,700.0,,2015
It's Kind of a Funny Story,Focus,6400000.0,128000,2010
It's a Wonderful Afterlife,UTV,,1300000,2010
Ixcanul,KL,295000.0,,2016
J. Edgar,WB,37300000.0,47600000,2011
Jab Tak Hai Jaan,Yash,3000000.0,,2012
Jack Goes Boating,Over.,542000.0,77600,2010
Jack Reacher,Par.,80100000.0,138300000,2012
Jack Reacher: Never Go Back,Par.,58700000.0,103400000,2016
Jack Ryan: Shadow Recruit,Par.,50600000.0,84900000,2014
Jack and Jill,Sony,74200000.0,75500000,2011
Jack and the Cuckoo-Clock Heart,Shout!,,3400000,2014
Jack the Giant Slayer,WB (NL),65200000.0,132500000,2013
Jackass 3-D,Par.,117200000.0,54500000,2010
Jackass Presents: Bad Grandpa,Par.,102000000.0,49800000,2013
Jackie,FoxS,14000000.0,,2016
Jackpot,DR,800.0,1100000,2014
Jafar Panahi's Taxi,KL,322000.0,,2015
Jai Ho,Eros,1300000.0,,2014
James Cameron's Deepsea Challenge 3D,DLA,236000.0,,2014
Jane (2017),Abr.,1700000.0,,2017
Jane Eyre,Focus,11200000.0,23500000,2011
Jane Got a Gun,Wein.,1500000.0,,2016
Janis: Little Girl Blue,FR,410000.0,1200000,2015
Jason Bourne,Uni.,162400000.0,253100000,2016
Jauja,CGld,60200.0,,2015
Jayne Mansfield's Car,Anch.,14800.0,,2013
Jeepers Creepers 3,Scre.,2300000.0,,2017
"Jeff, Who Lives at Home",ParV,4300000.0,148000,2012
Jem and the Holograms,Uni.,2200000.0,149000,2015
Jenny's Wedding,IFC,4700.0,,2015
Jersey Boys,WB,47000000.0,20600000,2014
Jerusalem,NGE,8000000.0,1300000,2013
Jeruzalem,EpicPics,11300.0,,2016
Jessabelle,LGF,,7000000,2014
Jig,Scre.,184000.0,,2011
Jigsaw,LGF,38100000.0,64900000,2017
Jimi: All Is By My Side,XL,341000.0,,2014
Jimmy's Hall,SPC,561000.0,2600000,2015
Jiro Dreams of Sushi,Magn.,2600000.0,,2012
Jobs,ORF,16100000.0,19800000,2013
Jodi Breakers,Yash,52600.0,,2012
Joe (2014),RAtt.,373000.0,,2014
John Carter,BV,73100000.0,211100000,2012
John Rabe,Strand,67500.0,1400000,2010
John Wick,LG/S,43000000.0,45700000,2014
John Wick: Chapter Two,LG/S,92000000.0,79500000,2017
Johnny English Reborn,Uni.,8300000.0,151800000,2011
Johnny English Strikes Again,Uni.,4400000.0,154500000,2018
Joker,UTV,169000.0,,2012
Jolly Llb 2,FIP,1700000.0,21300000,2017
Jonah Hex,WB,10500000.0,356000,2010
Journey 2: The Mysterious Island,WB (NL),103900000.0,231400000,2012
Journey to the South Pacific,Imax,7600000.0,6500000,2013
Journey to the West,Magn.,18100.0,205600000,2014
Journey to the West: The Demons Strike Back,Sony,880000.0,245700000,2017
Joy,Fox,56500000.0,44700000,2015
Joyful Noise,WB,30900000.0,226000,2012
Juan of the Dead,Outs,18000.0,,2012
Judwaa 2,FIP,1400000.0,25500000,2017
Judy Moody and the NOT Bummer Summer,Rela.,15000000.0,678000,2011
Julieta,SPC,1500000.0,21000000,2016
Jumanji: Welcome to the Jungle,Sony,404500000.0,557600000,2017
Jumping the Broom,TriS,37300000.0,415000,2011
Jupiter Ascending,WB,47400000.0,136600000,2015
Jurassic Park 3D,Uni.,45400000.0,71100000,2013
Jurassic World,Uni.,652300000.0,"1,019.4",2015
Jurassic World: Fallen Kingdom,Uni.,417700000.0,891800000,2018
Just Getting Started,BG,6100000.0,1600000,2017
Just Go With It,Sony,103000000.0,111900000,2011
Just Like a Woman,Cohen,11400.0,,2013
Just Wright,FoxS,21500000.0,29900,2010
Just a Breath Away,EOne,78000.0,,2018
Just a Sigh,Distrib.,75500.0,1200000,2014
Justice League,WB,229000000.0,428900000,2017
Justin Bieber: Never Say Never,Par.,73000000.0,26000000,2011
Kabali,CineGalaxy,3900000.0,,2016
Kaboom,IFC,119000.0,421000,2011
Kahlil Gibran's The Prophet,GK,355000.0,,2015
Kahlil Gibran's The Prophet (Gathr),Gathr,370000.0,,2015
Kai Po Che,UTV,1100000.0,,2013
Kaili Blues,Ghop,32200.0,,2016
Kalakalappu@Masala Cafe,UTV,30900.0,,2012
Kapoor & Sons - Since 1921,FIP,2600000.0,12800000,2016
Kaptaan,UTV,204000.0,,2016
Karthik Calling Karthik,Eros,286000.0,7100,2010
Karwaan,PackYourBag,182000.0,,2018
Katti Batti,UTV,365000.0,,2015
Katy Perry: Part of Me,Par.,25300000.0,7400000,2012
Keanu,WB (NL),20600000.0,,2016
Kedarnath,PackYourBag,901000.0,,2018
Kedi,Osci.,2800000.0,,2017
Keep the Lights On,MBox,246000.0,,2012
Keeping Up with the Joneses,Fox,14900000.0,15000000,2016
Keith Lemon: The Film,,,4000000,2012
Kevin Hart: Let Me Explain,LG/S,32200000.0,74000,2013
Keys to the Heart,CJ,75100.0,,2018
Khatta Meetha,Eros,542000.0,499000,2010
Khiladi 786,Eros,379000.0,,2012
Khodorkovsky,KL,39500.0,,2011
Khoobsurat,UTV,711000.0,,2014
Khumba,MNE,1000.0,27200000,2013
Ki & Ka,Eros,858000.0,,2016
Kick,UTV,2500000.0,,2014
Kick-Ass,LGF,48100000.0,48100000,2010
Kick-Ass 2,Uni.,28800000.0,32000000,2013
Kid With a Bike,IFC,1500000.0,1000000,2012
Kidnap (2017),Aviron,31000000.0,,2017
"Kiki, Love to Love",Strand,12500.0,,2016
Kill List,IFC,29100.0,143000,2012
Kill Me Three Times,Magn.,24300.0,,2015
Kill Your Darlings,SPC,1000000.0,,2013
Kill the Messenger,Focus,2500000.0,,2014
Killer Elite,ORF,25100000.0,31300000,2011
Killer Joe,LD,2000000.0,1700000,2012
Killers,LGF,47100000.0,51100000,2010
Killing Season,MNE,39900.0,,2013
Killing Them Softly,Wein.,15000000.0,22900000,2012
Kimjongilia,Lorb.,4400.0,,2010
Kin,LGF,5700000.0,4300000,2018
Kindergarten Teacher,KL,36200.0,,2015
King Arthur: Legend of the Sword,WB,39200000.0,109500000,2017
King of Devil's Island,FM,7600.0,4200000,2011
Kingsglaive: Final Fantasy: XV,VE,270000.0,,2016
Kingsman: The Golden Circle,Fox,100200000.0,310700000,2017
Kingsman: The Secret Service,Fox,128300000.0,286100000,2015
Kisses,Osci.,81700.0,15300,2010
Kites,Relbig.,1600000.0,1300000,2010
Klown,Drft.,68800.0,12400000,2012
Klown Forever,Drft.,5700.0,,2016
Knight & Day,Fox,76400000.0,185500000,2010
Knight of Cups,BG,566000.0,,2016
Knock Knock,LGP,36300.0,,2015
Knuckle,Vita.,2600.0,,2011
Kochadaiiyaan,Eros,817000.0,,2014
Kon-Tiki,Wein.,1500000.0,21300000,2013
Kong: Skull Island,WB,168100000.0,398600000,2017
Korkoro,Lorb.,8200.0,619000,2011
Krampus,Uni.,42700000.0,18800000,2015
Krrish 3,Eros,2200000.0,,2013
Kubo and the Two Strings,Focus,48000000.0,21900000,2016
"Kumiko, The Treasure Hunter",Ampl.,623000.0,,2015
Kung Fu Killer,WGUSA,130000.0,10000000,2015
Kung Fu Panda 2,P/DW,165200000.0,500400000,2011
Kung Fu Panda 3,Fox,143500000.0,377600000,2016
Kung Fu Yoga,WGUSA,363000.0,253800000,2017
L'Amour Fou,IFC,312000.0,,2011
L'attesa,Osci.,55800.0,,2016
L.O.R.D: Legend of Ravaging Dynasties,AR,350000.0,57700000,2016
La Boda de Valentina,PNT,2800000.0,,2018
La La Land,LG/S,151100000.0,295000000,2016
La Sapienza,KL,135000.0,,2015
Labor Day,Par.,13400000.0,6900000,2014
Labyrinth of Lies,SPC,794000.0,,2015
Ladrones,LGF,3100000.0,,2015
Lady Bird,A24,49000000.0,30000000,2017
Lady Macbeth,RAtt.,1100000.0,,2017
Laggies,A24,1100000.0,,2014
Land of Mine,SPC,435000.0,,2016
Larry Crowne,Uni.,35600000.0,36400000,2011
Las Acacias,OutF,6000.0,,2012
Last Cab to Darwin,FRun,34200.0,,2016
Last Flag Flying,LGF,965000.0,904000,2017
Last Letter,CL,181000.0,,2018
Last Night,Trib.,99000.0,7600000,2011
Last Train Home,Zeit.,288000.0,,2010
Last Vegas,CBS,63900000.0,70500000,2013
Lawless,Wein.,37400000.0,16300000,2012
Lay the Favorite,RTWC,21000.0,1600000,2012
Lazer Team,Ampl.,1200000.0,,2016
Le Chef,Cohen,343000.0,5900000,2014
Le Havre,Jan.,612000.0,9900000,2011
Le Quattro Volte,Lorb.,153000.0,103000,2011
Le Week-End,MBox,2200000.0,,2014
League of Gods,Sony,182000.0,,2016
Lean on Pete,A24,1200000.0,,2018
Leap Year,Uni.,25900000.0,6700000,2010
Leap Year (2011),Strand,13000.0,175000,2011
Leap!,Wein.,21900000.0,81400000,2017
Learning to Drive,BG,3400000.0,,2015
Leave No Trace,BST,6000000.0,,2018
Leaves of Grass,First,70100.0,949000,2010
Leaving,IFC,176000.0,893000,2010
Lebanon,SPC,368000.0,830000,2010
Lee Daniels' The Butler,Wein.,116600000.0,60000000,2013
Left Behind (2014),Free,14000000.0,5700000,2014
Legend,Uni.,1900000.0,41100000,2015
Legend of the Fist: The Return of Chen Zhen,Vari.,50400.0,26500000,2011
Legend of the Guardians: The Owls of Ga'Hoole,WB,55700000.0,84400000,2010
Legends of Oz: Dorothy's Return,CE,8500000.0,10200000,2014
Legion (2010),SGem,40200000.0,27800000,2010
Les Miserables (2012),Uni.,148800000.0,293000000,2012
Les cowboys,Cohen,80800.0,,2016
Let Me In,Over.,12100000.0,12000000,2010
Let Yourself Go,Men.,12200.0,,2018
Let the Bullets Fly,Vari.,63000.0,104300000,2012
Let's Be Cops,Fox,82400000.0,55800000,2014
Let's Get Married,CL,463000.0,,2015
Letters from Baghdad,Vita.,360000.0,143000,2017
Letters to God,Viv.,2800000.0,60300,2010
Letters to Juliet,Sum.,53000000.0,26100000,2010
Leviathan (2013),CGld,76200.0,,2013
Leviathan (2014),SPC,1100000.0,,2014
Liar's Autobiography,BSM,5100.0,,2012
Liberal Arts,IFC,327000.0,,2012
Life (2017),Sony,30200000.0,70300000,2017
Life After Beth,A24,88300.0,,2014
Life During Wartime,IFC,281000.0,487000,2010
Life Itself (2018),Amazon,4099999.0,3700000,2018
Life as We Know It,WB,53400000.0,52300000,2010
Life in a Day,NGE,253000.0,,2011
Life of Crime,RAtt.,265000.0,,2014
Life of Pi,Fox,125000000.0,484000000,2012
Life of Riley,KL,11600.0,2300000,2014
Life of a King,MNE,6500.0,,2014
Life of the Party,WB (NL),53100000.0,12800000,2018
Life's a Breeze,Magn.,3500.0,99700,2014
"Life, Above All",SPC,134000.0,,2011
"Life, Animated",Orch.,255000.0,,2016
Lights Out,WB (NL),67300000.0,81600000,2016
Like Crazy,ParV,3400000.0,336000,2011
Like Crazy (2017),Strand,107000.0,,2017
"Like Father, Like Son (2014)",IFC,335000.0,19600000,2014
Like for Likes,CJ,50800.0,,2016
Lila & Eve,Gold.,38300.0,,2015
Lila Lila,Crnth,,1100000,2014
Lilting,Strand,27100.0,,2014
Limitless,Rela.,79200000.0,82600000,2011
Lincoln,BV,182200000.0,93100000,2012
Lion,Wein.,51700000.0,88600000,2016
Listen Up Philip,Trib.,200000.0,,2014
Listen to Me Marlon,SHO,426000.0,,2015
Little Birds,MNE,17700.0,,2012
Little Boy,ORF,6500000.0,,2015
Little Fockers,Uni.,148400000.0,162200000,2010
Little Girl (La Pivellina),FRun,1400.0,236000,2011
Little Italy,EOne,990000.0,,2018
Little Men (2016),Magn.,703000.0,,2016
Little White Lies,MPI,206000.0,48300000,2012
Live By Night,WB,10400000.0,12300000,2016
Living in Emergency,Truly,32200.0,,2010
Living is Easy with Eyes Closed,Outs,11600.0,2600000,2014
"Lo and Behold, Reveries of the Connected World",Magn.,595000.0,,2016
Locke,A24,1400000.0,,2014
Lockout,FD,14300000.0,17900000,2012
Logan (2017),Fox,226300000.0,392700000,2017
Logan Lucky,BST,27800000.0,20700000,2017
Lola Versus,FoxS,253000.0,,2012
Lolo,FR,24100.0,,2016
London Boulevard,IFC,16100.0,4600000,2011
London Has Fallen,Focus,62500000.0,143200000,2016
London River,Libre,7200.0,1100000,2011
Lone Survivor,Uni.,125100000.0,29700000,2013
Looking for Eric,IFC,55800.0,11500000,2010
Looper,TriS,66500000.0,110000000,2012
Lootera,Eros,582000.0,,2013
Lore,MBox,970000.0,,2013
Lost in Hong Kong,WGUSA,1300000.0,255000000,2015
Lost in Paris,Osci.,692000.0,,2017
Lost in Thailand,WAMCR,57400.0,197700000,2013
"Lou Andreas-Salomé, the Audacity to be Free",CLS,12900.0,,2018
Louder than Bombs,Orch.,164000.0,,2016
Love & Friendship,RAtt.,14000000.0,,2016
Love & Mercy,RAtt.,12600000.0,16100000,2015
Love (2015),Alc,249000.0,,2015
Love Crime,IFC,540000.0,3100000,2011
Love Forecast,CJ,32200.0,,2015
Love Live! The School Idol Movie,AZ,116000.0,,2015
Love Thy Nature,ITL,41100.0,11800,2015
Love U Mr. Kalakaar,Eros,48600.0,,2011
Love and Honor (2013),IFC,19700.0,,2013
Love and Lost (Shi Gu),CL,189000.0,,2015
Love and Other Drugs,Fox,32400000.0,70500000,2010
Love in Space,CL,34800.0,,2011
Love in the Buff,CL,256000.0,,2012
Love is All You Need,SPC,1600000.0,8400000,2013
Love is Strange,SPC,2300000.0,,2014
Love is in the Air,FCW,8400.0,,2014
Love on the Cloud (Wei Ai),CL,272000.0,,2014
Love the Coopers,LGF,26300000.0,16100000,2015
"Love, Rosie",TFA,20400.0,25600000,2015
"Love, Simon",Fox,40800000.0,25500000,2018
"Love, Wedding, Marriage",IFC,1900.0,,2011
Lovelace,RTWC,357000.0,1200000,2013
Loveless (2018),SPC,566000.0,,2018
Lovely Molly,Imag.,18500.0,,2012
"Lovely, Still",Mont.,128000.0,106000,2010
Loving,Focus,7800000.0,5200000,2016
Loving Pablo,Uni.,22000.0,,2018
Loving Vincent,Good Deed,6700000.0,35500000,2017
Luck-Key,JBG,467000.0,47700000,2016
Lucky (2017),Magn.,956000.0,,2017
Lucy,Uni.,126700000.0,336700000,2014
Luis & the Aliens,VPD,170000.0,,2018
"Lula, Son of Brazil",NYer,,3800000,2012
Luv Shuv Tey Chicken Khurana,UTV,144000.0,,2012
M.S. Dhoni: The Untold Story,FIP,1800000.0,26000000,2016
MET Opera: La Traviata,Fathom,1900000.0,,2018
MIB 3,Sony,179000000.0,445000000,2012
Ma ma,Osci.,47300.0,1100000,2016
MacGruber,Uni.,8500000.0,797000,2010
Macbeth (2015),Wein.,1100000.0,15200000,2015
Machete,Fox,26600000.0,17500000,2010
Machete Kills,ORF,8000000.0,7000000,2013
Machine Gun Preacher,Rela.,539000.0,2800000,2011
Mad Max: Fury Road,WB,153600000.0,224800000,2015
Madagascar 3: Europe's Most Wanted,P/DW,216400000.0,530500000,2012
Madame,Blue Fox,91000.0,5300000,2018
Madame Bovary,Alc,44200.0,,2015
Made in Dagenham,SPC,1100000.0,11300000,2010
Mademoiselle Chambon,Lorb.,532000.0,4700000,2010
Maggie,RAtt.,187000.0,,2015
Maggie's Plan,SPC,3400000.0,,2016
Magic Mike,WB,113700000.0,53500000,2012
Magic Mike XXL,WB,66000000.0,56500000,2015
Magic Trip,Magn.,155000.0,,2011
Magic in the Moonlight,SPC,10500000.0,40500000,2014
Magic to Win,CL,10700.0,,2011
Magnus,FR,8900.0,,2016
Main Street,Magn.,2600.0,,2011
Main Tera Hero,Eros,275000.0,,2014
Make Your Move,HTR,125000.0,1300000,2014
Maleficent,BV,241400000.0,517100000,2014
Mama,Uni.,71600000.0,74800000,2013
Mamma Mia! Here We Go Again,Uni.,120600000.0,274400000,2018
Man of Steel,WB,291000000.0,377000000,2013
Man of Tai Chi,RTWC,100000.0,,2013
Man on a Ledge,LG/S,18600000.0,27600000,2012
Manchester by the Sea,RAtt.,47700000.0,31300000,2016
Mandela: Long Walk to Freedom,Wein.,8300000.0,19000000,2013
Mandy,RLJ,1200000.0,,2018
Manglehorn,IFC,143000.0,,2015
Manmarziyaan,Eros,567000.0,,2018
Mao's Last Dancer,Gold.,4800000.0,17500000,2010
Maps to the Stars,FCW,351000.0,988000,2015
Maquia: When the Promised Flower Blooms (Subtitled),Elev.,186000.0,,2018
Margaret,FoxS,46500.0,,2011
Margin Call,RAtt.,5400000.0,14200000,2011
Marguerite,Cohen,497000.0,,2016
Maria by Callas,SPC,1300000.0,,2018
Marie's Story,FM,11700.0,,2015
Marina Abramovic: The Artist is Present,MBox,86600.0,,2012
Marius,KL,9800.0,2200000,2014
Marjorie Prime,FR,181000.0,,2017
Mark Felt: The Man Who Brought Down the White House,SPC,769000.0,3600000,2017
Marley,Magn.,1400000.0,,2012
Marlina the Murderer in Four Acts,Icar.,17800.0,,2018
Marmaduke,Fox,33600000.0,50100000,2010
Marrowbone,Magn.,1400.0,12300000,2018
Mars Needs Moms,BV,21400000.0,17600000,2011
Martha Marcy May Marlene,FoxS,3000000.0,548000,2011
Marvel's The Avengers,BV,623400000.0,895500000,2012
Mary Kom,Eros,621000.0,,2014
Mary Poppins Returns,BV,172000000.0,177600000,2018
Mary Queen of Scots,Focus,16500000.0,29900000,2018
Mary Shelley,IFC,109000.0,,2018
Mary and the Witch's Flower,GK,2400000.0,,2018
Mas Negro Que La Noche,LGF,870000.0,5200000,2014
Masquerade (2012),CJ,923000.0,79800000,2012
Master,CJ,597000.0,51000000,2016
Masterminds (2016),Rela.,17400000.0,,2016
Mastizaade,Eros,43400.0,,2016
Matangi/Maya/M.I.A.,Abr.,231000.0,,2018
Matru Ki Bijlee Ka Mandola,FIP,,6000000,2013
Maudie,SPC,6200000.0,,2017
Mausam,Eros,728000.0,,2011
Max & Leon,Distrib.,500.0,,2017
Max (2015),WB,42700000.0,1300000,2015
Max Steel,ORF,3800000.0,2500000,2016
May in the Summer,Cohen,22000.0,112000,2014
Maze Runner: The Death Cure,Fox,58000000.0,230200000,2018
Maze Runner: The Scorch Trials,Fox,81700000.0,230600000,2015
Mazinger Z: INFINITY,Fathom,221000.0,,2018
"McFarland, USA",BV,44500000.0,1200000,2015
Me Before You,WB (NL),56200000.0,152100000,2016
Me and Earl and the Dying Girl,FoxS,6800000.0,2300000,2015
Mechanic: Resurrection,LG/S,21200000.0,104500000,2016
Mediterranea,IFC,22100.0,,2015
Meek's Cutoff,Osci.,978000.0,,2011
Meerkats,NGE,778000.0,482000,2012
Megamind,P/DW,148400000.0,173500000,2010
Melancholia,Magn.,3000000.0,12900000,2011
Memoir of a Murderer,WGUSA,91300.0,,2017
Memories of the Sword,WGUSA,111000.0,,2015
Men & Chicken,Drft.,30200.0,4600000,2016
"Men, Women & Children",Par.,706000.0,1500000,2014
Mental,Da.,17700.0,3600000,2013
Mere Brother Ki Dulhan,Yash,496000.0,,2011
Mesrine: Killer Instinct,MBox,552000.0,30500000,2010
Mesrine: Public Enemy No. 1,MBox,275000.0,28100,2010
Metallica Through the Never,PH,3400000.0,4600000,2013
Mia Madre,MBox,303000.0,,2016
Micmacs,SPC,1300000.0,15100000,2010
Microbe & Gasoline,Scre.,63800.0,,2016
Mid-August Lunch,Zeit.,675000.0,8700000,2010
Middle School: The Worst Years of My Life,LGF,20000000.0,3300000,2016
Midnight Special,WB,3700000.0,2500000,2016
Midnight Sun,Global Road,9600000.0,17800000,2018
Midnight in Paris,SPC,56800000.0,94300000,2011
Midnight's Children,P/108,190000.0,,2013
Mike and Dave Need Wedding Dates,Fox,46000000.0,31100000,2016
Mile 22,STX,36100000.0,30200000,2018
Miles Ahead,SPC,2600000.0,850000,2016
Million Dollar Arm,BV,36500000.0,2800000,2014
Minions,Uni.,336000000.0,823400000,2015
Miracles from Heaven,TriS,61700000.0,12200000,2016
Mirai,GK,813000.0,,2018
Miral,Wein.,373000.0,527000,2011
Mirror Mirror,Rela.,64900000.0,118100000,2012
Miss Hokusai,GK,223000.0,,2016
Miss Peregrine's Home for Peculiar Children,Fox,87200000.0,209200000,2016
Miss Sloane,EC,3500000.0,5600000,2016
Miss You Already,RAtt.,1200000.0,,2015
Mission: Impossible - Fallout,Par.,220200000.0,571000000,2018
Mission: Impossible - Ghost Protocol,Par.,209400000.0,485300000,2011
Mission: Impossible - Rogue Nation,Par.,195000000.0,487700000,2015
Mississippi Grind,A24,131000.0,,2015
Mistress America,FoxS,2500000.0,,2015
Moana,BV,248800000.0,394600000,2016
Mohenjo Daro,UTV,1300000.0,,2016
Mojave,A24,8300.0,,2016
Mojin: The Lost Legend,WGUSA,1200000.0,258100000,2015
Molly's Game,STX,28800000.0,30500000,2017
Mommy,RAtt.,3500000.0,,2014
Moms' Night Out,TriS,10400000.0,,2014
Money Monster,TriS,41000000.0,52300000,2016
Moneyball,Sony,75600000.0,34600000,2011
Monkey Kingdom,BV,16399999.0,711000,2015
Monsieur Lazhar (U.S.-only),MBox,2000000.0,4600000,2012
Monster Family,VPD,127000.0,26300000,2018
Monster Hunt,FR,32800.0,385300000,2016
Monster Hunt 2,LGF,706000.0,361000000,2018
Monster Trucks,Par.,33400000.0,31100000,2017
Monsters,Magn.,237000.0,4000000,2010
Monsters University,BV,268500000.0,475700000,2013
"Monsters, Inc. (3D)",BV,34000000.0,16200000,2012
Monte Carlo,Fox,23200000.0,16500000,2011
Mood Indigo,Drft.,303000.0,9500000,2014
Moonlight (2016),A24,27900000.0,37200000,2016
Moonrise Kingdom,Focus,45500000.0,22800000,2012
More Than Honey,KL,79800.0,,2013
Morgan,Fox,3900000.0,4900000,2016
Morning Glory,Par.,31000000.0,29000000,2010
